ID,SMILES,Respiratory Toxicity_Respiratory Toxicity,Irritation and Corrosion_Eye Corrosion,Hepatotoxicity_Hepatotoxicity,Endocrine Disruption_SR-p53,Endocrine Disruption_SR-HSE,Endocrine Disruption_SR-ATAD5,Endocrine Disruption_SR-ARE,Endocrine Disruption_NR-aromatase,Endocrine Disruption_NR-ER,Endocrine Disruption_NR-ER-LBD,Endocrine Disruption_NR-AhR,Endocrine Disruption_NR-AR,Endocrine Disruption_NR-AR-LBD,Clinical Toxicity_Clinical toxicity,Cardiotoxicity_Cardiotoxicity-5,Cardiotoxicity_Cardiotoxicity-10,Cardiotoxicity_Cardiotoxicity-1,Carcinogenicity_Carcinogenicity,CYP450_CYP3A4,CYP450_CYP2C19,CYP450_CYP1A2,CYP450_CYP2C9,Mutagenicity_Ames Mutagenicity,Irritation and Corrosion_Eye Irritation,Endocrine Disruption_SR-MMP,Endocrine Disruption_NR-PPAR-gamma,Developmental and Reproductive Toxicity_Reproductive Toxicity,Developmental and Reproductive Toxicity_Developmental Toxicity,Cardiotoxicity_Cardiotoxicity-30,CYP450_CYP2D6
TOX-100135,CCOC(=O)C(Sc1ncnc2c1sc1nc(N3CCOCC3)c3c(c12)CCCC3)c1ccccc1,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0
TOX-100136,CCOC(=O)C[C@@H](C(=O)OCC)[C@@H]1CCCCC1=O,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,
TOX-100137,CCOC(=O)C[C@@H](CC(C)=O)C(=O)OCC,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-100138,CCOC(=O)C1(C(=O)O)NC(=O)CC1c1ccccc1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-100139,CCOC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CCN(Cc2ccc(Cl)cc2)CC1,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0
TOX-100140,CCOC(=O)C1(S(=O)(=O)c2ccccc2)CCN(Cc2ccccc2)CC1,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,1.0
TOX-100141,CCOC(=O)c1[nH]c(C(=O)O)c(CCC(=O)OC)c1C,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0
TOX-100142,CCOC(=O)c1[nH]c(C(=O)O)c(CCN(CC)CC)c1C,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,
TOX-100143,CCOC(=O)c1[nH]c(C)c(C(=O)C2=C(O)C(=O)N(CCN3CCOCC3)C2c2cccs2)c1C,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,0.0
TOX-100144,CCOC(=O)c1[nH]c(C)c(C(=O)N2CCC3(CC2)OCCO3)c1C,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,,,0.0
TOX-100145,CCOC(=O)c1[nH]c(C)c(C)c1C,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,0.0
TOX-100146,CCOC(=O)c1[nH]c(C)c(CN(CCc2ccccc2)C(=O)CCC(=O)O)c1C,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,1.0
TOX-100147,CCOC(=O)c1[nH]c(COC(=O)CCOc2ccccc2OC)c(C(=O)OCC)c1C,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
TOX-100148,CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1NC(=O)c1ccc2c(c1)OCO2,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,0.0
TOX-100149,CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1NC(=O)c1nonc1C,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,,,,,,,0.0
TOX-100150,CCOC(=O)c1[nH]c2cc3c(cc2c1NC(=O)CN1CCC2(CC1)OCCO2)OCO3,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0
TOX-100151,CCOC(=O)c1[nH]c2cc3c(cc2c1NC(=O)CN1CCc2ccccc2C1)OCO3,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0
TOX-100152,CCOC(=O)c1[nH]c2ccc(Cl)cc2c1-c1ccccc1,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,,,,,,,,0.0
TOX-100153,CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)c1ccc2c(c1)OCO2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,
TOX-100154,CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)NC(C)C,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0
TOX-100155,CCOC(=O)c1[nH]c2ccccc2c1NC(=O)c1nonc1C,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,0.0
TOX-100156,CCOC(=O)C1=C(C)C(c2ccccc2OC)NC(S)=N1,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,,0.0
TOX-100157,CCOC(=O)C1=C(C)N(C)C(=S)NC1c1ccccc1Cl,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,0.0
TOX-100158,CCOC(=O)C1=C(C)N(CC(C)C)C(=O)/C1=C\c1ccc(OCC(=O)Nc2ccccc2)cc1,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,,0.0
TOX-100159,CCOC(=O)C1=C(C)N(Cc2ccccc2)C(=O)NC1c1ccc(OC)cc1,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,
TOX-10016,CCC(=O)N(c1ccccc1)C1CCN(CCc2cccs2)CC1,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-100160,CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1sccc1C,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,0.0
TOX-100161,CCOC(=O)C1=C(C)N=C2c3ccccc3C(=O)C2C1c1ccc(C)cc1,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,0.0
TOX-100162,CCOC(=O)C1=C(C)N=C2c3ccccc3C(=O)C2C1c1ccc(Cl)cc1,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
TOX-100163,CCOC(=O)C1=C(C)N=C2CC(c3ccc(OC)cc3)C(C(=O)OCC)C(O)=C2C1c1ccccn1,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,,0.0
TOX-100164,CCOC(=O)C1=C(C)N=C2SC(C(=O)OC)=CC(=O)N2C1c1ccc(F)cc1,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
TOX-100165,CCOC(=O)C1=C(C)N=C2SC(C(=O)OC)=CC(=O)N2C1c1cccc(OC)c1,,,,,,,,,,,,,,,,,,,0.0,,0.0,1.0,,,,,,,,0.0
TOX-100166,CCOC(=O)C1=C(C)NC(=S)NC1c1cccc(O)c1,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0
TOX-100167,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc([N+](=O)[O-])c1,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,0.0
TOX-100168,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc(Cl)c1Cl,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,0.0
TOX-100169,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@H]1c1cccc(Cl)c1Cl,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,
TOX-10017,COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1C=COC1O2,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,
TOX-100170,CCOC(=O)C1=C(C)NC(c2ccccc2)=C(C(=O)OCc2ccc([N+](=O)[O-])cc2)[C@@H]1C#Cc1ccccc1,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0
TOX-100171,CCOC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)N(C)c1ccccc12,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,,,,,,,,0.0
TOX-100172,CCOC(=O)C1=C(c2ccccc2)N=C(S)NC1c1cc([N+](=O)[O-])ccc1OC,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,0.0
TOX-100173,CCOC(=O)C1=C(c2ccccc2)OC(N)=C(C#N)C1c1ccc(Cl)s1,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,,,,,,,0.0
TOX-100174,CCOC(=O)C1=C(CN2c3ccccc3CC2C)NC(=O)NC1c1ccccc1,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,0.0
TOX-100175,CCOC(=O)C1=C(COc2ccc(F)cc2Cl)NC(=O)NC1c1cc(C)ccc1C,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,0.0
TOX-100176,CCOC(=O)C1=C(CSc2nc(-c3ccccc3)ccc2C#N)OC(N)=C(C#N)C1c1ccc(OC)cc1,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,,,,,,,,0.0
TOX-100177,CCOC(=O)C1=C(CSc2nc3ccccc3s2)NC(=O)NC1c1cc(C)ccc1C,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,,,,,,,,0.0
TOX-100178,CCOC(=O)C1=C(CSc2nc3ccccc3s2)NC(=O)NC1c1cccc([N+](=O)[O-])c1,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0
TOX-100179,CCOC(=O)C1=C(N)Oc2ccc(Br)cc2[C@@H]1[C@@H](C#N)C(=O)OCC,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,0.0
TOX-10018,COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,,,,0.0,,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-100180,CCOC(=O)C1=C(NC(=S)NC(=O)c2ccccc2)c2ccccc2CC1(C)C,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,0.0
TOX-100181,CCOC(=O)C1=C(Nc2ccc(C)cc2)S/C(=C\c2ccc(-c3ccccc3C(=O)O)o2)C1=O,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0
TOX-100182,CCOC(=O)C1=C(O)/C(=C/c2cc(OC)c(OC)c(OC)c2)N=C1C,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0
TOX-100183,CCOC(=O)C1=C(O)/C(=C\c2ccc(OC)c(OC)c2)N=C1C,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0
TOX-100184,CCOC(=O)C1=C(O)C(=O)N(c2ccc(S(N)(=O)=O)cc2)C1c1ccc(OC)cc1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,,,,,,,0.0
TOX-100185,CCOC(=O)C1=C(O)C(=O)N(Cc2ccccc2)C1,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
TOX-100186,CCOC(=O)C1=C(O)C(Nc2nccs2)(C(F)(F)F)N=C1C,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0
TOX-100187,CCOC(=O)C1=C2SCC(=O)N2C(N)=C(C#N)C1,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,,,,,,,,
TOX-100188,CCOC(=O)C1=NNC2(c3ccc(Cl)cc3)C(=O)N(c3cc(C)cc(C)c3)C(=O)C12,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,,0.0
TOX-100189,CCOC(=O)C1=NO[C@@]2(C=C(Br)C3(OCCCO3)[C@H]3O[C@H]32)C1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-100190,CCOC(=O)C1C(=O)C=C(/C=C/c2ccccc2)CC1c1ccc(Cl)cc1,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
TOX-100191,CCOC(=O)C1C(=O)C=C(c2ccc(C)cc2)CC1c1ccco1,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.0
TOX-100192,CCOC(=O)C1C(=O)C=C(c2ccc(NS(C)(=O)=O)cc2)CC1c1ccco1,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0
TOX-100193,CCOC(=O)C1C(=O)NC(C)C1c1ccccc1,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,,,,,,,,
TOX-100194,CCOC(=O)c1c(C(C)(C)C)oc2ccc(O)cc12,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,,,,,,,,1.0
TOX-100195,CCOC(=O)c1c(C)[nH]c(C(=O)C(C)Sc2ccc(Cl)cc2)c1C,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0
TOX-100196,CCOC(=O)c1c(C)[nH]c(C(=O)CSc2nnc(-c3cccs3)n2Cc2ccccc2)c1C,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0
TOX-100197,CCOC(=O)c1c(C)[nH]c(C(=O)OCC(=O)NC2CCS(=O)(=O)C2)c1C,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,0.0
TOX-100198,CCOC(=O)c1c(C)[nH]c(C)c1C(=O)COC(=O)c1cccc(S(=O)(=O)N(CC)CC)c1,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0
TOX-100199,CCOC(=O)c1c(C)[nH]c2c1cc(O)c1ccccc12,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,
TOX-1002,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,0.0,1.0,,,
TOX-100200,CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cc(OC)ccc2[C@@H]1O3,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,0.0
TOX-100201,CCOC(=O)c1c(C)c(C(=O)N2CCCCCC2)c(C)n1C,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0
TOX-100202,CCOC(=O)c1c(C)c(C(=O)N2CCN(C(=O)c3ccco3)CC2)c(C)n1C,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0
TOX-100203,CCOC(=O)c1c(C)c(C)n2c1NC(=O)C2,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,0.0
TOX-100204,CCOC(=O)c1c(C)n(C)c2ccc(OC(=O)c3ccco3)cc12,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,0.0
TOX-100205,CCOC(=O)c1c(C)n(C)c2ccc(OC)c(NC(=O)CN3CCCCC3)c12,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
TOX-100206,CCOC(=O)c1c(C)n(C)c2ccc(OC)c(NC(=O)CN3CCN(Cc4ccccc4)CC3)c12,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
TOX-100207,CCOC(=O)c1c(C)n(C)c2ccc(OC)c(NS(=O)(=O)c3ccc(Cl)s3)c12,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0
TOX-100208,CCOC(=O)c1c(C)nc2c(c1-c1ccc(OC)cc1)C(=O)CC(C)(C)C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
TOX-100209,CCOC(=O)c1c(C)nc2c(c1-c1ccccc1)C(=O)CC(C)(C)C2,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,0.0
TOX-100210,CCOC(=O)c1c(C)nc2sc3c(c2c1-c1ccc(OC)cc1)NC(c1ccccc1)NC3=O,,,,,,,,,,,,,,,,,,,0.0,0.0,,1.0,,,,,,,,0.0
TOX-100211,CCOC(=O)c1c(C)oc2c1c(/C=N/C1CCS(=O)(=O)C1)c(O)c1ccccc12,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,,,,,,,,0.0
TOX-100212,CCOC(=O)c1c(C)oc2c1cc(O)c1ccccc12,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0
TOX-100213,CCOC(=O)c1c(-c2ccc(C)cc2)csc1NC(=O)C1CC=CCC1C(=O)O,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0
TOX-100214,CCOC(=O)c1c(-c2ccc(C)o2)csc1NC(=S)NC(=O)N(C)C,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
TOX-100215,CCOC(=O)c1c(-c2ccc(-c3ccccc3)cc2)csc1NC(=O)C1C2CCC(O2)C1C(=O)O,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,0.0
TOX-100216,CCOC(=O)c1c(-c2ccc(OC)cc2)csc1NC(=O)CCN1C(=O)c2ccccc2C1=O,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,0.0
TOX-100217,CCOC(=O)c1c(-c2cccc(C)c2)csc1NC(=O)c1c(-c2ccccc2)noc1C,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0
TOX-100218,CCOC(=O)c1c(-c2ccccc2)cn2ccccc12,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
TOX-100219,CCOC(=O)c1c(-c2ccccc2)csc1NC(=O)c1cccc(N2C(=O)CCC2=O)c1,,,,,,,,,,,,,,,,,,,0.0,1.0,,1.0,,,,,,,,
TOX-100220,CCOC(=O)c1c(-c2ccccc2)nc2c(C)cccn12,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
TOX-100221,CCOC(=O)c1c(-c2ccccc2)nc2ccc(Cl)cn12,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,0.0
TOX-100222,CCOC(=O)c1c(-c2ccccc2)nc2ccccn12,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.0
TOX-100223,CCOC(=O)c1c(CC(C)C)csc1NC=O,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,0.0
TOX-100224,CCOC(=O)c1c(N2C(=O)Nc3cc(Cl)c(Cl)cc3N2O)sc2c1CCCCC2,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,0.0
TOX-100225,CCOC(=O)c1c(NC(=O)/C=C/c2ccc3c(c2)OCO3)sc(C)c1C,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,
TOX-100226,CCOC(=O)c1c(NC(=O)c2c(Br)cnn2C)c(C#N)nn1-c1ccccc1,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,,,,,,,,0.0
TOX-100227,CCOC(=O)c1c(NC(=O)c2c(C)noc2C)sc2c1CCCCC2,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0
TOX-100228,CCOC(=O)c1c(NC(=O)c2c(N)n(CCCOC)c3nc4ccccc4nc23)sc2c1CCCC2,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,,0.0
TOX-100229,CCOC(=O)c1c(NC(=O)C2C3CCC(O3)C2C(=O)O)sc(C)c1-c1ccc(C)cc1,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,0.0
TOX-10023,CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,,,,1.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,1.0,,,,,
TOX-100230,CCOC(=O)c1c(NC(=O)c2ccc(N3CCOCC3)c([N+](=O)[O-])c2)sc(C)c1C,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-100231,CCOC(=O)c1c(NC(=O)CCC(=O)N2CCOCC2)sc2c1CC(C)(C)OC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
TOX-100232,CCOC(=O)c1c(NC(=O)CCc2ccc(CC)o2)sc(C)c1C,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,0.0
TOX-100233,CCOC(=O)c1c(NC(=O)Cn2cc([N+](=O)[O-])cn2)sc2c1CCC2,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0
TOX-100234,CCOC(=O)c1c(NC(=O)Cn2nc([N+](=O)[O-])c(Br)c2C)sc2c1CCC(C)C2,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0
TOX-100235,CCOC(=O)c1c(NC(=O)CSc2nnc(C)s2)sc2c1CCCCC2,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
TOX-100236,CCOC(=O)c1c(NC(=O)CSc2nnnn2C)sc(C)c1C,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
TOX-100237,CCOC(=O)c1c(NC(=O)Nc2ccccc2)sc(C)c1C,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.0
TOX-100238,CCOC(=O)c1c(NC(=S)NC(=O)c2cnn(CC)c2)sc2c1CCC(C)C2,,,,,,,,,,,,,,,,,,,0.0,0.0,,1.0,,,,,,,,0.0
TOX-100239,CCOC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CCN(CCc1ccccc1)C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
TOX-100240,CCOC(=O)c1c(NC(C)=O)sc2c(OC)cccc12,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,,,,0.0
TOX-100241,CCOC(=O)c1c(O)nc(O)c(CC)c1C,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0
TOX-100242,CCOC(=O)c1c2c(n3ccccc13)C(=O)c1ccccc1C2=O,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,0.0
TOX-100243,CCOC(=O)c1c2ccc(OCC(=O)N/N=C/c3ccc(Cl)cc3)cc2n2ccccc12,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,,,,,,,,0.0
TOX-100244,CCOC(=O)c1cc(C#N)c(Oc2ccccc2OC)nc1-c1ccccc1,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.0
TOX-100245,CCOC(=O)c1cc(C(=O)OCC)cc(-n2cc(O)c(C(=O)OCC)n2)c1,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,,,,,,,
TOX-100246,CCOC(=O)c1cc(-c2ccc(Cl)cc2)nc2c1c(C)nn2CCC#N,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.0
TOX-100247,CCOC(=O)c1cc(-c2ccc(OC)cc2F)nc2c1c(C)nn2CCC#N,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,,,,,,,,0.0
TOX-100248,CCOC(=O)c1cc(-c2ccccc2)sc1NC(=O)C(C)(C)C,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-100249,CCOC(=O)c1cc(-c2ccccc2)sc1NC(=O)c1ccc(OC)cc1,,,,,,,,,,,,,,,,,,,0.0,1.0,,1.0,,,,,,,,0.0
TOX-100250,CCOC(=O)c1cc(-c2ccccc2)sc1NC(=S)Nc1cc(C)ccn1,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0
TOX-100251,CCOC(=O)c1cc(CC)sc1NC(=O)C(c1ccccc1)c1ccccc1,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,,,0.0
TOX-100252,CCOC(=O)c1cc(CC)sc1NC(=O)c1cc(OCC)c(OCC)c(OCC)c1,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0
TOX-100253,CCOC(=O)c1cc2c(C(F)(F)F)cc(-c3ccccc3)nc2o1,,,,,,,,,,,,,,,,,,,0.0,,1.0,1.0,,,,,,,,0.0
TOX-100254,CCOC(=O)c1cc2c(C)n(-c3ccc(C)cc3)c(C)c2ccc1=O,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.0
TOX-100255,CCOC(=O)c1cc2c(ccn2C)n1CC(=O)N1CCCC(C)C1,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0
TOX-100256,CCOC(=O)c1cc2sc(C)cc2n1CC(=O)N1CCN(C(=O)c2ccco2)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
TOX-100257,CCOC(=O)c1cc2sc(C)cc2n1CCCN1C(=O)c2ccccc2C1=O,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,
TOX-100258,CCOC(=O)c1ccc(Cl)c(NC(=O)c2ccc(-c3ccccc3)cc2)c1,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0
TOX-100259,CCOC(=O)c1ccc(CNC(=O)C2CCCCC2C(=O)OCC(F)(F)F)o1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
TOX-100260,CCOC(=O)c1ccc(N/C(=N\S(=O)(=O)c2ccccc2C)c2ccccc2)cc1,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,
TOX-100261,CCOC(=O)c1ccc(N/C=C/C(=O)c2ccc(OC)cc2)cc1,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0
TOX-100262,CCOC(=O)c1ccc(N2C(=O)CC(Nc3ccc(CCO)cc3)C2=O)cc1,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0
TOX-100263,CCOC(=O)c1ccc(NC(=O)C(=O)NCC2CCCO2)cc1,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,
TOX-100264,CCOC(=O)c1ccc(NC(=O)C2(c3ccc(OC)cc3)CCOCC2)cc1,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,,0.0
TOX-100265,CCOC(=O)c1ccc(NC(=O)C2(c3ccccc3)CCCC2)cc1,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
TOX-100266,CCOC(=O)c1ccc(NC(=O)C2CCCO2)cc1,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,0.0
TOX-100267,CCOC(=O)c1ccc(NC(=O)CC2NCCNC2=O)cc1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-100268,CCOC(=O)c1ccc(NC(=O)COc2ccccc2OC)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
TOX-100269,CCOC(=O)c1ccc(NC(=O)Nc2ccc3c4c(cccc24)C(=O)N3CC)cc1,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,,,,,,,,
TOX-100270,CCOC(=O)c1ccc(Nc2nc(C(=O)OCC)nc3ccccc23)cc1,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0
TOX-100271,CCOC(=O)c1ccc(Nc2nc(-c3cccnc3)nc3ccccc23)cc1,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,
TOX-100272,CCOC(=O)c1ccc(S(=O)(=O)N2CCN(C)CC2)cc1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0
